player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Bill Bridges,https://www.basketball-reference.com/players/b/bridgbi01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Hobbs, New Mexico
us",Kansas,"Hobbs in Hobbs, New Mexico","Chicago Packers, 3rd round (9th pick, 32nd overall), 1961 NBA Draft","January 8, 1963",926,11.9,11.9,2.8,44.2,,69.3,
Jalen Bridges,https://www.basketball-reference.com/players/b/bridgja01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Fairmont, West Virg",,"Fairmont Senior in Fairmont, West Virginia",,"November 13, 2024",3,0.3,1.0,0.0,0.0,,50.0,0.0
Mikal Bridges,https://www.basketball-reference.com/players/b/bridgmi01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Villanova,"Great Valley in Malvern, Pennsylvania","Philadelphia 76ers, 1st round (10th pick, 10th overall), 2018 NBA Draft","October 17, 2018",504,14.5,4.1,2.6,48.2,,84.2,56.2
Miles Bridges,https://www.basketball-reference.com/players/b/bridgmi02.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Left",,,,,,Fl,Michigan State,"Huntington Prep in Huntington, West Virginia","Los Angeles Clippers, 1st round (12th pick, 12th overall), 2018 NBA Draft","October 17, 2018",377,14.9,6.0,2.5,46.8,,81.6,53.6
Al Brightman,https://www.basketball-reference.com/players/b/brighal01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Eureka, California
us",University of Charleston,"Wilson in Long Beach, California",,,58,9.8,-,1.0,25.6,,62.7,
Amida Brimah,https://www.basketball-reference.com/players/b/brimaam01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Accra, Ghana
gh",UConn,"Archbishop Coleman Carroll in Miami, Florida",,"April 25, 2021",5,2.6,1.6,0.2,62.5,,100.0,62.5
Aud Brindley,https://www.basketball-reference.com/players/b/brindau01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,M,Dartmouth College,"Rockville Centre in Rockville Centre, New York",,"February 19, 1947",12,2.8,-,0.1,28.6,,85.7,
Isaiah Briscoe,https://www.basketball-reference.com/players/b/briscis01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Newark, New Jersey
us",Kentucky,"Roselle Catholic in Roselle, New Jersey",,"October 19, 2018",39,3.5,1.9,2.2,39.9,,57.7,43.8
John Brisker,https://www.basketball-reference.com/players/b/briskjo01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Detroit, Michigan
us",Toledo,"Hamtramck in Hamtramck, Michigan",,"October 10, 1972 ▪ ABA Debut: October 19, 1969",331,20.7,6.5,2.4,45.3,,83.4,46.7
Oshae Brissett,https://www.basketball-reference.com/players/b/brissos01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Toronto, Ontario
ca",Syracuse,"Athlete Institute in Mono, Canada",,"November 18, 2019",227,6.5,3.9,0.8,41.6,,69.8,49.4
Allan Bristow,https://www.basketball-reference.com/players/b/bristal01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Richmond, Virg",Virginia Tech,"Henrico in Richmond, Virginia","Philadelphia 76ers, 2nd round (3rd pick, 21st overall), 1973 NBA Draft","October 13, 1973 ▪ ABA Debut: November 8, 1975",695,7.8,4.0,3.2,46.0,,80.1,46.2
Tyrone Britt,https://www.basketball-reference.com/players/b/brittty01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,,Johnson C. Smith University,"Thomas Edison in Philadelphia, Pennsylvania",,"February 25, 1968",11,2.5,1.4,1.1,38.2,,66.7,
Wayman Britt,https://www.basketball-reference.com/players/b/brittwa01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Wilson's Mills, North Carol",Michigan,"Flint Northern in Flint, Michigan","Los Angeles Lakers, 4th round (9th pick, 60th overall), 1976 NBA Draft","October 18, 1977",7,1.3,0.6,0.3,30.0,,75.0,
Mike Brittain,https://www.basketball-reference.com/players/b/brittmi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Clearwater, Florida
us",South Carolina,"Clearwater in Clearwater, Florida","San Antonio Spurs, 2nd round (5th pick, 29th overall), 1985 NBA Draft","October 29, 1985",38,1.7,1.4,0.2,50.0,,52.4,50.0
Dave Britton,https://www.basketball-reference.com/players/b/brittda01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Texas A&M,"Kennedy in Bronx, New York","Dallas Mavericks, 3rd round (11th pick, 57th overall), 1980 NBA Draft","December 23, 1980",2,2.0,1.0,1.5,66.7,,-,66.7
Izaiah Brockington,https://www.basketball-reference.com/players/b/brockiz01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Towson, Maryland
us",,"Archbishop Ryan HS in Philadelphia, Pennsylvania",,"March 5, 2024",1,4.0,2.0,0.0,40.0,,-,40.0
Jon Brockman,https://www.basketball-reference.com/players/b/brockjo01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Snohomish, Wash",Washington,"Snohomish in Snohomish, Washington","Portland Trail Blazers, 2nd round (8th pick, 38th overall), 2009 NBA Draft","October 28, 2009",150,2.1,3.1,0.3,48.8,,61.8,48.8
Ryan Broekhoff,https://www.basketball-reference.com/players/b/broekry01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Melbourne, Australia
au",Valparaiso,"The Peninsula School in Melbourne, Australia",,"October 17, 2018",59,4.0,1.8,0.6,42.7,,81.5,58.4
Jim Brogan,https://www.basketball-reference.com/players/b/brogaji01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Ardmore, Pennsylvania
us",West Virginia Wesleyan College,"Lower Merion in Ardmore, Pennsylvania",,"November 6, 1981",121,5.1,1.5,1.8,44.4,,74.8,45.4
Malcolm Brogdon,https://www.basketball-reference.com/players/b/brogdma01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Virginia,"Greater Atlanta Christian in Norcross, Georgia","Milwaukee Bucks, 2nd round (6th pick, 36th overall), 2016 NBA Draft","October 26, 2016",452,15.4,4.2,4.6,46.4,,87.2,53.2
Gary Brokaw,https://www.basketball-reference.com/players/b/brokaga01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"New Brunswick, New Jersey
us",Notre Dame,"New Brunswick in New Brunswick, New Jersey","Milwaukee Bucks, 1st round (18th pick, 18th overall), 1974 NBA Draft","October 18, 1974",241,8.0,1.7,3.0,44.6,,71.3,
Price Brookfield,https://www.basketball-reference.com/players/b/brookpr01.html,"Forward/Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward/Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Floydada, Texas
us",West Texas A&M University,"Friona in Friona, Texas",,"November 1, 1948",61,7.8,-,2.2,28.3,,73.9,
Clarence Brookins,https://www.basketball-reference.com/players/b/brookcl01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,,Temple,"John Bartram in Philadelphia, Pennsylvania","Philadelphia 76ers, 9th round (12th pick, 118th overall), 1968 NBA Draft",,8,2.6,1.5,0.1,30.8,,41.7,30.8
Aaron Brooks,https://www.basketball-reference.com/players/b/brookaa01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Seattle, Wash",Oregon,"Franklin in Seattle, Washington","Houston Rockets, 1st round (26th pick, 26th overall), 2007 NBA Draft","November 17, 2007",645,9.7,1.7,3.0,41.3,,83.7,48.8
Armoni Brooks,https://www.basketball-reference.com/players/b/brookar01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Waco, Texas
us",Houston,"McNeil in Austin, Texas",,"April 9, 2021",84,6.6,2.3,1.2,36.2,,74.3,50.0
Dillon Brooks,https://www.basketball-reference.com/players/b/brookdi01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Mississauga, Ontario
ca",Oregon,"Findlay Prep in Henderson, Nevada","Houston Rockets, 2nd round (15th pick, 45th overall), 2017 NBA Draft","October 18, 2017",445,14.2,3.2,2.0,41.8,,80.5,48.7
Kevin Brooks,https://www.basketball-reference.com/players/b/brookke01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Beaufort, South Carol",Louisiana,"White Castle in White Castle, Louisiana","Milwaukee Bucks, 1st round (18th pick, 18th overall), 1991 NBA Draft","November 2, 1991",126,3.3,1.1,0.4,40.1,,85.9,41.5
MarShon Brooks,https://www.basketball-reference.com/players/b/brookma01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Long Branch, New Jersey
us",Providence,"Tucker in Tucker, Georgia","Boston Celtics, 1st round (25th pick, 25th overall), 2011 NBA Draft","December 26, 2011",200,8.0,2.1,1.4,44.7,,75.1,48.7
Michael Brooks,https://www.basketball-reference.com/players/b/brookmi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",La Salle,"West Catholic in Philadelphia, Pennsylvania","San Diego Clippers, 1st round (9th pick, 9th overall), 1980 NBA Draft","October 10, 1980",319,12.8,6.3,2.6,48.6,,71.4,48.6
